,position_name,company_name,job_location,Seniority level,Employment type,Job function,Industries,sql, python , excel , r , tableau , power bi ,collection_date,search
215,Media Search Analyst,TELUS International AI Data Solutions,"Galway, County Galway, Ireland",Entry level,Part-time,"Research, Analyst, and Information Technology","Online Audio and Video Media, Research Services, and Technology, Information and Internet",0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
216,Assoc QC Analyst,Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
217,Media Search Analyst,TELUS International AI Data Solutions,"County Galway, Ireland",Entry level,Part-time,Human Resources,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
218,Lab Applications Support Analyst,Westbourne IT Global Services,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
219,Senior Consultant - Data Analytics,EY,"Cork, County Cork, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Data"" ""Analyst"" "
220,QC Analyst - Chemistry,Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
221,English Speaking Media Search Analyst,TELUS International AI Data Solutions,"Dublin City, County Dublin, Ireland",Entry level,Part-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
222,Financial Analyst - Fundamentals – German language (Finance & Accounting),Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Accounting/Auditing, Finance, and Analyst",IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
223,Laboratory Systems Analyst,Viatris,"Inverin, County Galway, Ireland",Entry level,Full-time,Information Technology,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
224,IT Support Analyst,Arup,"Cork, County Cork, Ireland",Entry level,Full-time,"Design, Information Technology, and Consulting","IT Services and IT Consulting, Software Development, and Business Consulting and Services",0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
225,Business Operations Analyst,eTeam,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
226,Quality Control Analyst - Dublin Respiratory,Viatris,"Baldoyle, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
227,UX QA Analyst (Remote),CrowdStrike,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Data Security Software Products,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
228,Data Protection Operations Support - Hybrid Work (Graduate Opportunity),Northern Trust Corporation,"Limerick, County Limerick, Ireland",Entry level,Full-time,Information Technology,Investment Management,0,0,0,0,1,1,25/08/2022," ""Data"" ""Analyst"" "
229,Senior Consultant - Data Analytics,EY,"Waterford, County Waterford, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Data"" ""Analyst"" "
230,Senior Consultant - Data Analytics,EY,"Limerick, County Limerick, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Data"" ""Analyst"" "
231,Trade Surveillance Technical Analyst,Interactive Brokers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Securities and Commodity Exchanges,1,1,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
232,Desktop Support Analyst,Arup,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Design, Information Technology, and Consulting","IT Services and IT Consulting, Software Development, and Business Consulting and Services",0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
233,QC Sample Management Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
234,DDI Technical Analyst,ManpowerGroup Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Computer and Network Security,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
235,Senior Consultant - Data Analytics,EY,"Cork, County Cork, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Data"" ""Analyst"" "
236,QA Analyst - Retail,Expleo Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Retail,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
237,Software Test Analyst (Hybrid Role),4G Clinical,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,"Software Development, Biotechnology Research, and Pharmaceutical Manufacturing",0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
238,Product Manager - Data and Insights,NewsWhip,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Public Relations and Communications Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
239,QC Analyst Level III,Viatris,"Inverin, County Galway, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
240,QC Analyst x 4 Pharma in Athlone,Cpl,"County Westmeath, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
241,Video Collection Analyst,Stats Perform,"Limerick, County Limerick, Ireland",Entry level,Part-time,Accounting/Auditing and Finance,Spectator Sports,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
242,Bilingual Financial Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
243,Quality Assurance Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Software Development,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
244,QC Analyst - Sample Management (18 months),Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
245,English Speaking Media Search Analyst,TELUS International AI Data Solutions,"Loughrea, County Galway, Ireland",Entry level,Part-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
246,Senior Consultant - Data Analytics,EY,"Waterford, County Waterford, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Data"" ""Analyst"" "
247,Corporate Action Analyst Spanish Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
248,Quality Control Analyst I,Adaptive HVM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,"Appliances, Electrical, and Electronics Manufacturing",0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
249,IT Analyst - ERP,Liebherr Group,"Killarney, County Kerry, Ireland",Entry level,Full-time,Information Technology,Industrial Machinery Manufacturing,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
250,Firewall/Network Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
251,Research Assistant,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
252,Digital Transformation Analyst,Arthur Cox LLP,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Legal Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
253,Security Engineering Analyst,Bank of Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Banking,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
254,Software Quality Assurance Analyst (HYBRID),Wolters Kluwer,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Information Services,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
255,Recruiting Analyst,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Human Resources,Human Resources,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
256,QC Chemistry Analyst (18 month),Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
257,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Dublin City, County Dublin, Ireland",Internship,Internship,Information Technology,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
258,Quality Systems Analyst (Med-device) Cork,Claran Consultants,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
259,English Speaking Media Search Analyst,TELUS International AI Data Solutions,"Tuam, County Galway, Ireland",Entry level,Part-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
260,Fundamental Analyst - Russian,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
261,QC Analyst - Sample Management (18 months),Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
262,"Medical Information Analyst, Spanish & Italian",Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Health Care Provider,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
263,QC Analyst - Shift Position (TEMPORARY),BioMarin Pharmaceutical Inc.,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research and Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
264,Supplier Risk Governance Analyst,Bank of Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Banking,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
265,Electronic Discovery Analyst,"Milestone Technologies, Inc.","Dublin, County Dublin, Ireland",Entry level,Full-time,Legal,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
266,QC Analyst - Day Position (TEMPORARY),BioMarin Pharmaceutical Inc.,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research and Pharmaceutical Manufacturing,0,0,0,1,0,0,25/08/2022," ""Data"" ""Analyst"" "
267,French speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
268,Quantitative Research Programme (PhD) 2023 - Expression of Interest,"Susquehanna International Group, LLP (SIG)","Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,1,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
269,Fixed Income Analyst- German,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting and Outsourcing and Offshoring Consulting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
270,GRC Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
271,QC Bioassay Analyst,PSC Biotech Corporation,"Carlow, County Carlow, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
272,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Galway, County Galway, Ireland",Internship,Internship,Information Technology,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
273,"LN Concerts, VAST Analyst",Live Nation Entertainment,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Events Services,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
274,Shift QC Micro Analyst,Kenny-Whelan & Associates,"Cork, County Cork, Ireland",Entry level,Temporary,Quality Assurance,Human Resources Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
275,QC Analyst (Micro) – 6 months agency contract,Viatris,"Baldoyle, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
276,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Cork, County Cork, Ireland",Internship,Internship,Information Technology,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
277,QC Micro Analyst,"LSC, Life Science Consultants","Cork, County Cork, Ireland",Entry level,Contract,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
278,Project Manager / Business Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Project Management and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
279,Junior Program Analyst - Fluent French,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
280,Medical Information Analyst French,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Health Care Provider,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
281,Fixed Term QC Analyst II/III,Alkermes,"Athlone, County Roscommon, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
282,O2C Analyst - SCM,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Management and Manufacturing,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
283,IP Analyst French,Accenture UK,"Dublin City, County Dublin, Ireland",Entry level,Contract,Legal,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
284,Senior Production Support Analyst for Finance and Treasury IT,permanent tsb,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting and Information Services,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
285,Accounting Fundamentals Analyst (French),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
286,Temp - QC Microbiology Analyst,Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
287,Network Support Analyst,Kuehne+Nagel,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Truck Transportation,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
288,QC Bioanalytical Analyst – Dublin Respiratory,Viatris,"Baldoyle, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
289,DDI Technical Analyst,ManpowerGroup Solutions,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
290,QC Micro Analyst (18 months),Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
291,Global Electrolux Talent Program - Group Supply Chain Planning and Performance Analyst [Poland],Electrolux,"Dublin, County Dublin, Ireland",Internship,Internship,Information Technology,Manufacturing,0,0,1,0,0,1,25/08/2022," ""Data"" ""Analyst"" "
292,Finance Transformation Analyst - 7313,ION,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Software Development,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
293,QC Micro Analyst (TEMPORARY),BioMarin Pharmaceutical Inc.,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research and Pharmaceutical Manufacturing,0,0,0,1,0,0,25/08/2022," ""Data"" ""Analyst"" "
294,Corporate Action Analyst German,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
295,"Order Management Analyst, Digital Media",J&C Associates Ltd,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,1,0,1,0,1,1,25/08/2022," ""Data"" ""Analyst"" "
296,Analyst - P2P,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
297,Corporate Action Analyst Hebrew Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Financial Services and Accounting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
298,FP&A Accountant - Pharma - Hybrid,Engage People Recruitment,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
299,Intern/Junior Business Analyst (Remote Business Analysis Internship),Brainnest,"Dublin City, County Dublin, Ireland",Internship,Internship,"Research, Analyst, and Information Technology",Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
300,Lead QC Micro Analyst,Regeneron,"Limerick, County Limerick, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
301,Mutual Fund Analyst German language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
302,Financial Analyst - Fundamentals – Swedish/Norwegian/Danish language (Finance & Accounting),Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
303,Mutual Fund Analyst German Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
304,Finance Analyst - Swedish or German,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
305,Fundamentals Analyst - German,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
306,Application Support Engineer,"Susquehanna International Group, LLP (SIG)","Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
307,CMS Capabilities Analyst,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
308,Intern/Junior Market Research Analyst (Remote Researcher Internship),Brainnest,"Galway, County Galway, Ireland",Internship,Internship,Marketing and Sales,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
309,Intern/Junior Business Analyst (Remote Business Analysis Internship),Brainnest,"Galway, County Galway, Ireland",Internship,Internship,"Research, Analyst, and Information Technology",Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
310,Quality Control Micro Analyst,"LSC, Life Science Consultants","Dublin, County Dublin, Ireland",Entry level,Contract,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
311,Fixed Term QC Analyst IV,Alkermes,"Athlone, County Roscommon, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
312,Intern/Junior Market Research Analyst (Remote Researcher Internship),Brainnest,"Cork, County Cork, Ireland",Internship,Internship,Marketing and Sales,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
313,Fixed Income Analyst German Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
314,Finnish - Ad Reviewer Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Administrative,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
315,Associate - Structured Credit,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,1,1,1,0,0,25/08/2022," ""Data"" ""Analyst"" "
316,Analyst - P2P (18 month contract),Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
317,Language Data Analyst - Hebrew,TELUS International,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
318,Event Analyst,Live Nation Entertainment,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Events Services,1,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
319,Event Analyst,Live Nation Entertainment,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Events Services,1,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
320,Quality Control Micro Analyst II,Adaptive HVM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,"Appliances, Electrical, and Electronics Manufacturing",0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
321,Event Analyst,Ticketmaster,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Travel Arrangements,1,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
322,Swedish- Ad Reviewer Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Administrative,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
323,Event Analyst,Ticketmaster,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Travel Arrangements,1,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
324,Software Engineer,Mastercard,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
325,Software Engineer,Mastercard,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
326,Revenue Accountant,NetApp,"Cork, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Data Infrastructure and Analytics,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
327,Supply Chain,PSC Biotech Corporation,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Biotechnology Research,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
328,Revenue Accountant,NetApp,"Cork, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Data Infrastructure and Analytics,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
329,"Fundamentals analyst with German, French, Nordic language or Hebrew",Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
330,Support Analyst - German (entry level 32k),Morgan McKinley,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
331,Senior Informatica Developer,Test Triangle,"Letterkenny, County Donegal, Ireland",Entry level,Full-time,Other,IT Services and IT Consulting,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
332,Danish - Ad Reviewer moderator Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Administrative,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
333,Learning Solution Design Analyst - Supervising Associate,EY,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Accounting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
334,Digital Product Manager - Ryanair Web,Ryanair - Europe's Favourite Airline,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Airlines and Aviation,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
335,Digital Project Coordinator,Cpl,"Kildare, County Kildare, Ireland",Entry level,Temporary,Other,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
336,Polish speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
337,Graduate Geo-Environmental Engineer,Tetra Tech,"Gorey, County Wexford, Ireland",Entry level,Full-time,Engineering and Information Technology,"Renewable Energy Semiconductor Manufacturing, Civil Engineering, and Oil and Gas",0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
338,Mutual Fund - French,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
339,Payroll Processing Analyst - SAP HR,ACCA Careers,"Cork, County Cork, Ireland",Entry level,Full-time,Other,Accounting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
340,Tax Analyst-Global Tax/Business Solutions,Elanco,"The Fair Field, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
341,Spam & Safety Urdu or Arabic,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Project Management and Management,Business Consulting and Services,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
